website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1295764/,"US$ 1,350/Mes",73655.99999999999,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,71.0,6.0,2.0,0,nan,Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,14.0,https://img.supercasas.com/AdsPhotos/800x600/0/8964857.jpg,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1295764/,"US$ 1,350/Mes",73655.99999999999,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,71.0,6.0,2.0,0,nan,Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,14.0,https://img.supercasas.com/AdsPhotos/800x600/0/8964854.jpg,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1300082/,"US$ 2,500/Mes",136400.0,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145.0,3.0,1.0,0,nan,1/2 Ba�o-Area Servicio Independiente-Ascensor-Cisterna-Cuarto de Servicio-Gimnasio-Inversor-Jacuzzi-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9010642.jpg,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-republica-de-colombia/1302215/,"RD$ 30,000/Mes",28840.715308943476,Republica de Colombia,3.0,2.5,"Republica de Colombia, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,135.0,2.0,0.0,0,2023.0,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Seguridad 24 Horas-Walk In Closet,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/9031829.jpg,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-serralles/1286102/,"US$ 2,500/Mes",136400.0,Serralles,3.0,2.5,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,180.0,5.0,1.0,1,nan,Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Inversor-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8862058.jpg,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1251943/,"US$ 1,200/Mes",65472.0,Naco,1.0,2.0,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,70.0,10.0,3.0,0,2021.0,Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Estudio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,14.0,https://img.supercasas.com/AdsPhotos/800x600/0/8500708.jpg,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303921/,"US$ 1,100/Mes",60016.0,La Esperilla,3.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,200.0,1.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Area Servicio Independiente-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Patio-Seguridad 24 Horas-Vestidores-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9050633.jpg,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302995/,"US$ 1,300/Mes",70928.0,Evaristo Morales,3.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,130.0,3.0,0.0,0,nan,Agua Potable-Aire Acondicionado,2.0,https://img.supercasas.com/AdsPhotos/800x600/0/9040377.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1303081/,"US$ 1,200/Mes",65472.0,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,163.0,2.0,1.0,0,nan,Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Gazebo-Planta El�ctrica,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/9041267.jpg,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/penthouse-alquiler-bella-vista-sur/1290691/,"US$ 1,800/Mes",98208.0,Bella Vista Sur ,4.0,4.5,"Bella Vista Sur , Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,325.0,8.0,1.0,0,2011.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,15.0,https://img.supercasas.com/AdsPhotos/800x600/0/8911136.jpg,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
